Site Name;Date;Measured Value (kWh)
21 Melrose;Jan-24;1815
21 Melrose;Feb-24;2295
21 Melrose;Mar-24;2474
21 Melrose;Apr-24;2136
21 Melrose;May-24;2212
21 Melrose;Jun-24;1863
21 Melrose;Jul-24;1943
21 Melrose;Aug-24;1710
21 Melrose;Sept-24;1579
21 Melrose;Oct-24;1593
21 Melrose;Nov-24;1794
21 Melrose;Dec-24;1794
21 Melrose;Jan-25;1992
21 Melrose;Feb-25;1458
21 Melrose;Mar-25;1382
21 Melrose;Apr-25;1183
21 Melrose;May-25;1860
21 Melrose;Jun-25;1756,6
21 Melrose;Jul-25;1742
21 Melrose;Aug-25;1613
21 Melrose;Sept-25;1358,7
21 Melrose;Oct-25;1601
21 Melrose;Nov-25;1444
21 Melrose;Dec-25;1375
21 Melrose;Jan-26;1549
21 Melrose;Feb-26;1362
21 Melrose;Mar-26;1237
21 Melrose;Apr-26;830
21 Melrose;May-26;1169,9
21 Melrose;Jun-26;
21 Melrose;Jul-26;
21 Melrose;Aug-26;
21 Melrose;Sept-26;
21 Melrose;Oct-26;
21 Melrose;Nov-26;
21 Melrose;Dec-26;
African Global Plastics;Jan-24;23024
African Global Plastics;Feb-24;23235
African Global Plastics;Mar-24;23235
African Global Plastics;Apr-24;19307
African Global Plastics;May-24;18418
African Global Plastics;Jun-24;15949
African Global Plastics;Jul-24;17174
African Global Plastics;Aug-24;13588
African Global Plastics;Sept-24;20254
African Global Plastics;Oct-24;27693
African Global Plastics;Nov-24;24041
African Global Plastics;Dec-24;25076
African Global Plastics;Jan-25;22439
African Global Plastics;Feb-25;14790
African Global Plastics;Mar-25;15371
African Global Plastics;Apr-25;13930
African Global Plastics;May-25;15263
African Global Plastics;Jun-25;11722,16
African Global Plastics;Jul-25;3209
African Global Plastics;Aug-25;11143
African Global Plastics;Sept-25;11503
African Global Plastics;Oct-25;12856
African Global Plastics;Nov-25;11518
African Global Plastics;Dec-25;12208
African Global Plastics;Jan-26;14027
African Global Plastics;Feb-26;12261
African Global Plastics;Mar-26;10788
African Global Plastics;Apr-26;9392,09
African Global Plastics;May-26;11425,9
African Global Plastics;Jun-26;
African Global Plastics;Jul-26;
African Global Plastics;Aug-26;
African Global Plastics;Sept-26;
African Global Plastics;Oct-26;
African Global Plastics;Nov-26;
African Global Plastics;Dec-26;
Alpine Heath Residential ;Jan-24;
Alpine Heath Residential ;Feb-24;
Alpine Heath Residential ;Mar-24;
Alpine Heath Residential ;Apr-24;
Alpine Heath Residential ;May-24;
Alpine Heath Residential ;Jun-24;
Alpine Heath Residential ;Jul-24;
Alpine Heath Residential ;Aug-24;
Alpine Heath Residential ;Sept-24;
Alpine Heath Residential ;Oct-24;
Alpine Heath Residential ;Nov-24;
Alpine Heath Residential ;Dec-24;
Alpine Heath Residential ;Jan-25;2400
Alpine Heath Residential ;Feb-25;3000
Alpine Heath Residential ;Mar-25;3144
Alpine Heath Residential ;Apr-25;2310
Alpine Heath Residential ;May-25;3866
Alpine Heath Residential ;Jun-25;3102
Alpine Heath Residential ;Jul-25;
Alpine Heath Residential ;Aug-25;4721
Alpine Heath Residential ;Sept-25;4200
Alpine Heath Residential ;Oct-25;3499
Alpine Heath Residential ;Nov-25;4045
Alpine Heath Residential ;Dec-25;4277
Alpine Heath Residential ;Jan-26;3071
Alpine Heath Residential ;Feb-26;3013
Alpine Heath Residential ;Mar-26;2340,8
Alpine Heath Residential ;Apr-26;1505,4
Alpine Heath Residential ;May-26;1467
Alpine Heath Residential ;Jun-26;2778
Alpine Heath Residential ;Jul-26;
Alpine Heath Residential ;Aug-26;
Alpine Heath Residential ;Sept-26;
Alpine Heath Residential ;Oct-26;
Alpine Heath Residential ;Nov-26;
Alpine Heath Residential ;Dec-26;
BP Parys ;Jan-24;
BP Parys ;Feb-24;
BP Parys ;Mar-24;
BP Parys ;Apr-24;
BP Parys ;May-24;
BP Parys ;Jun-24;
BP Parys ;Jul-24;
BP Parys ;Aug-24;
BP Parys ;Sept-24;
BP Parys ;Oct-24;
BP Parys ;Nov-24;
BP Parys ;Dec-24;
BP Parys ;Jan-25;5900
BP Parys ;Feb-25;4277
BP Parys ;Mar-25;4770
BP Parys ;Apr-25;3375
BP Parys ;May-25;3507
BP Parys ;Jun-25;2400
BP Parys ;Jul-25;2169
BP Parys ;Aug-25;968,6
BP Parys ;Sept-25;2001,5
BP Parys ;Oct-25;3111
BP Parys ;Nov-25;1605
BP Parys ;Dec-25;
BP Parys ;Jan-26;
BP Parys ;Feb-26;6068
BP Parys ;Mar-26;4800
BP Parys ;Apr-26;4318
BP Parys ;May-26;3727,7
BP Parys ;Jun-26;
BP Parys ;Jul-26;
BP Parys ;Aug-26;
BP Parys ;Sept-26;
BP Parys ;Oct-26;
BP Parys ;Nov-26;
BP Parys ;Dec-26;
Bendstore Plaza Shops;Jan-24;7453
Bendstore Plaza Shops;Feb-24;10174
Bendstore Plaza Shops;Mar-24;12197
Bendstore Plaza Shops;Apr-24;9850
Bendstore Plaza Shops;May-24;10329
Bendstore Plaza Shops;Jun-24;9684
Bendstore Plaza Shops;Jul-24;10193
Bendstore Plaza Shops;Aug-24;9840
Bendstore Plaza Shops;Sept-24;3277
Bendstore Plaza Shops;Oct-24;12496
Bendstore Plaza Shops;Nov-24;12909
Bendstore Plaza Shops;Dec-24;12587
Bendstore Plaza Shops;Jan-25;13816
Bendstore Plaza Shops;Feb-25;11397
Bendstore Plaza Shops;Mar-25;12740
Bendstore Plaza Shops;Apr-25;9167
Bendstore Plaza Shops;May-25;9630
Bendstore Plaza Shops;Jun-25;9081,44
Bendstore Plaza Shops;Jul-25;9450
Bendstore Plaza Shops;Aug-25;10695
Bendstore Plaza Shops;Sept-25;8585
Bendstore Plaza Shops;Oct-25;9077,9
Bendstore Plaza Shops;Nov-25;10382
Bendstore Plaza Shops;Dec-25;13631
Bendstore Plaza Shops;Jan-26;11296
Bendstore Plaza Shops;Feb-26;11241,78046
Bendstore Plaza Shops;Mar-26;10628
Bendstore Plaza Shops;Apr-26;8541,19
Bendstore Plaza Shops;May-26;9563,61
Bendstore Plaza Shops;Jun-26;
Bendstore Plaza Shops;Jul-26;
Bendstore Plaza Shops;Aug-26;
Bendstore Plaza Shops;Sept-26;
Bendstore Plaza Shops;Oct-26;
Bendstore Plaza Shops;Nov-26;
Bendstore Plaza Shops;Dec-26;
Bendstore Spar;Jan-24;55000
Bendstore Spar;Feb-24;46799
Bendstore Spar;Mar-24;40582
Bendstore Spar;Apr-24;39615
Bendstore Spar;May-24;39494
Bendstore Spar;Jun-24;35378
Bendstore Spar;Jul-24;38293
Bendstore Spar;Aug-24;38554
Bendstore Spar;Sept-24;37782
Bendstore Spar;Oct-24;47662
Bendstore Spar;Nov-24;48184
Bendstore Spar;Dec-24;44138
Bendstore Spar;Jan-25;52262
Bendstore Spar;Feb-25;40904
Bendstore Spar;Mar-25;45751
Bendstore Spar;Apr-25;30758
Bendstore Spar;May-25;34925
Bendstore Spar;Jun-25;29716,71
Bendstore Spar;Jul-25;27958
Bendstore Spar;Aug-25;30682
Bendstore Spar;Sept-25;44171
Bendstore Spar;Oct-25;53279
Bendstore Spar;Nov-25;44434
Bendstore Spar;Dec-25;54661
Bendstore Spar;Jan-26;47457
Bendstore Spar;Feb-26;49608,85332
Bendstore Spar;Mar-26;41208
Bendstore Spar;Apr-26;36936,35
Bendstore Spar;May-26;38743,02
Bendstore Spar;Jun-26;
Bendstore Spar;Jul-26;
Bendstore Spar;Aug-26;
Bendstore Spar;Sept-26;
Bendstore Spar;Oct-26;
Bendstore Spar;Nov-26;
Bendstore Spar;Dec-26;
Beyerskloof;Jan-24;8244
Beyerskloof;Feb-24;7277
Beyerskloof;Mar-24;6614
Beyerskloof;Apr-24;4053
Beyerskloof;May-24;3743
Beyerskloof;Jun-24;3473
Beyerskloof;Jul-24;4260
Beyerskloof;Aug-24;5497
Beyerskloof;Sept-24;2600
Beyerskloof;Oct-24;8200
Beyerskloof;Nov-24;6700
Beyerskloof;Dec-24;8100
Beyerskloof;Jan-25;9900
Beyerskloof;Feb-25;9200
Beyerskloof;Mar-25;4480
Beyerskloof;Apr-25;4096
Beyerskloof;May-25;3388
Beyerskloof;Jun-25;2306,13
Beyerskloof;Jul-25;2919
Beyerskloof;Aug-25;5355
Beyerskloof;Sept-25;8600
Beyerskloof;Oct-25;10599
Beyerskloof;Nov-25;12569
Beyerskloof;Dec-25;13572
Beyerskloof;Jan-26;13416
Beyerskloof;Feb-26;10034,177
Beyerskloof;Mar-26;10400
Beyerskloof;Apr-26;7344,6
Beyerskloof;May-26;5508,9
Beyerskloof;Jun-26;
Beyerskloof;Jul-26;
Beyerskloof;Aug-26;
Beyerskloof;Sept-26;
Beyerskloof;Oct-26;
Beyerskloof;Nov-26;
Beyerskloof;Dec-26;
Buffalo Rock;Jan-24;
Buffalo Rock;Feb-24;
Buffalo Rock;Mar-24;
Buffalo Rock;Apr-24;
Buffalo Rock;May-24;
Buffalo Rock;Jun-24;
Buffalo Rock;Jul-24;
Buffalo Rock;Aug-24;
Buffalo Rock;Sept-24;
Buffalo Rock;Oct-24;
Buffalo Rock;Nov-24;
Buffalo Rock;Dec-24;
Buffalo Rock;Jan-25;
Buffalo Rock;Feb-25;
Buffalo Rock;Mar-25;
Buffalo Rock;Apr-25;
Buffalo Rock;May-25;
Buffalo Rock;Jun-25;
Buffalo Rock;Jul-25;
Buffalo Rock;Aug-25;
Buffalo Rock;Sept-25;
Buffalo Rock;Oct-25;1109
Buffalo Rock;Nov-25;
Buffalo Rock;Dec-25;
Buffalo Rock;Jan-26;
Buffalo Rock;Feb-26;
Buffalo Rock;Mar-26;
Buffalo Rock;Apr-26;
Buffalo Rock;May-26;
Buffalo Rock;Jun-26;
Buffalo Rock;Jul-26;
Buffalo Rock;Aug-26;
Buffalo Rock;Sept-26;
Buffalo Rock;Oct-26;
Buffalo Rock;Nov-26;
Buffalo Rock;Dec-26;
Checkers De Aar;Jan-24;
Checkers De Aar;Feb-24;
Checkers De Aar;Mar-24;
Checkers De Aar;Apr-24;
Checkers De Aar;May-24;
Checkers De Aar;Jun-24;
Checkers De Aar;Jul-24;
Checkers De Aar;Aug-24;
Checkers De Aar;Sept-24;
Checkers De Aar;Oct-24;
Checkers De Aar;Nov-24;
Checkers De Aar;Dec-24;
Checkers De Aar;Jan-25;31100
Checkers De Aar;Feb-25;23180
Checkers De Aar;Mar-25;20838
Checkers De Aar;Apr-25;16626
Checkers De Aar;May-25;15218
Checkers De Aar;Jun-25;12425,8
Checkers De Aar;Jul-25;13246
Checkers De Aar;Aug-25;16953
Checkers De Aar;Sept-25;19367
Checkers De Aar;Oct-25;25648,18
Checkers De Aar;Nov-25;26677
Checkers De Aar;Dec-25;30286
Checkers De Aar;Jan-26;30117
Checkers De Aar;Feb-26;22084
Checkers De Aar;Mar-26;22201
Checkers De Aar;Apr-26;16660,7
Checkers De Aar;May-26;13372,29
Checkers De Aar;Jun-26;
Checkers De Aar;Jul-26;
Checkers De Aar;Aug-26;
Checkers De Aar;Sept-26;
Checkers De Aar;Oct-26;
Checkers De Aar;Nov-26;
Checkers De Aar;Dec-26;
Checkers Silverlakes Gen;Jan-24;
Checkers Silverlakes Gen;Feb-24;
Checkers Silverlakes Gen;Mar-24;
Checkers Silverlakes Gen;Apr-24;
Checkers Silverlakes Gen;May-24;
Checkers Silverlakes Gen;Jun-24;
Checkers Silverlakes Gen;Jul-24;
Checkers Silverlakes Gen;Aug-24;
Checkers Silverlakes Gen;Sept-24;
Checkers Silverlakes Gen;Oct-24;
Checkers Silverlakes Gen;Nov-24;
Checkers Silverlakes Gen;Dec-24;
Checkers Silverlakes Gen;Jan-25;
Checkers Silverlakes Gen;Feb-25;
Checkers Silverlakes Gen;Mar-25;17913
Checkers Silverlakes Gen;Apr-25;14938
Checkers Silverlakes Gen;May-25;18066
Checkers Silverlakes Gen;Jun-25;12974,1
Checkers Silverlakes Gen;Jul-25;13938
Checkers Silverlakes Gen;Aug-25;18460
Checkers Silverlakes Gen;Sept-25;17970
Checkers Silverlakes Gen;Oct-25;22232
Checkers Silverlakes Gen;Nov-25;17351
Checkers Silverlakes Gen;Dec-25;21073
Checkers Silverlakes Gen;Jan-26;22123
Checkers Silverlakes Gen;Feb-26;16600
Checkers Silverlakes Gen;Mar-26;17500
Checkers Silverlakes Gen;Apr-26;15400
Checkers Silverlakes Gen;May-26;15615
Checkers Silverlakes Gen;Jun-26;
Checkers Silverlakes Gen;Jul-26;
Checkers Silverlakes Gen;Aug-26;
Checkers Silverlakes Gen;Sept-26;
Checkers Silverlakes Gen;Oct-26;
Checkers Silverlakes Gen;Nov-26;
Checkers Silverlakes Gen;Dec-26;
Checkers Silverlakes No Gen;Jan-24;
Checkers Silverlakes No Gen;Feb-24;
Checkers Silverlakes No Gen;Mar-24;
Checkers Silverlakes No Gen;Apr-24;
Checkers Silverlakes No Gen;May-24;
Checkers Silverlakes No Gen;Jun-24;
Checkers Silverlakes No Gen;Jul-24;
Checkers Silverlakes No Gen;Aug-24;
Checkers Silverlakes No Gen;Sept-24;
Checkers Silverlakes No Gen;Oct-24;
Checkers Silverlakes No Gen;Nov-24;
Checkers Silverlakes No Gen;Dec-24;
Checkers Silverlakes No Gen;Jan-25;
Checkers Silverlakes No Gen;Feb-25;
Checkers Silverlakes No Gen;Mar-25;16558
Checkers Silverlakes No Gen;Apr-25;13087
Checkers Silverlakes No Gen;May-25;15171
Checkers Silverlakes No Gen;Jun-25;9655,7
Checkers Silverlakes No Gen;Jul-25;10531,6
Checkers Silverlakes No Gen;Aug-25;14730
Checkers Silverlakes No Gen;Sept-25;12165
Checkers Silverlakes No Gen;Oct-25;20277
Checkers Silverlakes No Gen;Nov-25;15371
Checkers Silverlakes No Gen;Dec-25;13568
Checkers Silverlakes No Gen;Jan-26;21287
Checkers Silverlakes No Gen;Feb-26;19200
Checkers Silverlakes No Gen;Mar-26;16030
Checkers Silverlakes No Gen;Apr-26;13700
Checkers Silverlakes No Gen;May-26;13287
Checkers Silverlakes No Gen;Jun-26;
Checkers Silverlakes No Gen;Jul-26;
Checkers Silverlakes No Gen;Aug-26;
Checkers Silverlakes No Gen;Sept-26;
Checkers Silverlakes No Gen;Oct-26;
Checkers Silverlakes No Gen;Nov-26;
Checkers Silverlakes No Gen;Dec-26;
Checkrite Inanda;Jan-24;
Checkrite Inanda;Feb-24;
Checkrite Inanda;Mar-24;
Checkrite Inanda;Apr-24;
Checkrite Inanda;May-24;
Checkrite Inanda;Jun-24;
Checkrite Inanda;Jul-24;
Checkrite Inanda;Aug-24;
Checkrite Inanda;Sept-24;
Checkrite Inanda;Oct-24;
Checkrite Inanda;Nov-24;
Checkrite Inanda;Dec-24;
Checkrite Inanda;Jan-25;8900
Checkrite Inanda;Feb-25;5390
Checkrite Inanda;Mar-25;5378
Checkrite Inanda;Apr-25;3410
Checkrite Inanda;May-25;3628
Checkrite Inanda;Jun-25;5836
Checkrite Inanda;Jul-25;6830
Checkrite Inanda;Aug-25;7659
Checkrite Inanda;Sept-25;5799
Checkrite Inanda;Oct-25;6484,6
Checkrite Inanda;Nov-25;7636
Checkrite Inanda;Dec-25;7000
Checkrite Inanda;Jan-26;6305
Checkrite Inanda;Feb-26;4373,4359
Checkrite Inanda;Mar-26;4958
Checkrite Inanda;Apr-26;6980,52
Checkrite Inanda;May-26;6633,98
Alpine Heath Resort;Jun-26; 25 295 
Checkrite Inanda;Jul-26;
Checkrite Inanda;Aug-26;
Checkrite Inanda;Sept-26;
Checkrite Inanda;Oct-26;
Checkrite Inanda;Nov-26;
Checkrite Inanda;Dec-26;
Club Houghton;Jan-24;3578
Club Houghton;Feb-24;3594
Club Houghton;Mar-24;3674
Club Houghton;Apr-24;3533
Club Houghton;May-24;3191
Club Houghton;Jun-24;2884
Club Houghton;Jul-24;3894
Club Houghton;Aug-24;4058
Club Houghton;Sept-24;3726
Club Houghton;Oct-24;4063
Club Houghton;Nov-24;3998
Club Houghton;Dec-24;3593
Club Houghton;Jan-25;3726
Club Houghton;Feb-25;3060
Club Houghton;Mar-25;3350
Club Houghton;Apr-25;2383
Club Houghton;May-25;3026
Club Houghton;Jun-25;2637,9
Club Houghton;Jul-25;2506
Club Houghton;Aug-25;2144
Club Houghton;Sept-25;2520
Club Houghton;Oct-25;2989
Club Houghton;Nov-25;2384
Club Houghton;Dec-25;2166
Club Houghton;Jan-26;2756
Club Houghton;Feb-26;1526
Club Houghton;Mar-26;1909
Club Houghton;Apr-26;2190,9
Club Houghton;May-26;2313,3
Club Houghton;Jun-26;
Club Houghton;Jul-26;
Club Houghton;Aug-26;
Club Houghton;Sept-26;
Club Houghton;Oct-26;
Club Houghton;Nov-26;
Club Houghton;Dec-26;
Coldstar International;Jan-24;5665
Coldstar International;Feb-24;3554
Coldstar International;Mar-24;1
Coldstar International;Apr-24;1
Coldstar International;May-24;1
Coldstar International;Jun-24;3309
Coldstar International;Jul-24;2293
Coldstar International;Aug-24;1967
Coldstar International;Sept-24;3009
Coldstar International;Oct-24;4500
Coldstar International;Nov-24;3918
Coldstar International;Dec-24;2583
Coldstar International;Jan-25;3426
Coldstar International;Feb-25;3380,46
Coldstar International;Mar-25;3717
Coldstar International;Apr-25;2027
Coldstar International;May-25;3199
Coldstar International;Jun-25;2899,41
Coldstar International;Jul-25;3705
Coldstar International;Aug-25;4242
Coldstar International;Sept-25;3928
Coldstar International;Oct-25;4810
Coldstar International;Nov-25;5556
Coldstar International;Dec-25;5696
Coldstar International;Jan-26;5960
Coldstar International;Feb-26;5548
Coldstar International;Mar-26;5036
Coldstar International;Apr-26;4183,27
Coldstar International;May-26;4320
Coldstar International;Jun-26;
Coldstar International;Jul-26;
Coldstar International;Aug-26;
Coldstar International;Sept-26;
Coldstar International;Oct-26;
Coldstar International;Nov-26;
Coldstar International;Dec-26;
Cultura Fresh;Jan-24;
Cultura Fresh;Feb-24;
Cultura Fresh;Mar-24;
Cultura Fresh;Apr-24;
Cultura Fresh;May-24;
Cultura Fresh;Jun-24;
Cultura Fresh;Jul-24;
Cultura Fresh;Aug-24;
Cultura Fresh;Sept-24;
Cultura Fresh;Oct-24;
Cultura Fresh;Nov-24;
Cultura Fresh;Dec-24;
Cultura Fresh;Jan-25;
Cultura Fresh;Feb-25;
Cultura Fresh;Mar-25;
Cultura Fresh;Apr-25;
Cultura Fresh;May-25;
Cultura Fresh;Jun-25;
Cultura Fresh;Jul-25;
Cultura Fresh;Aug-25;
Cultura Fresh;Sept-25;8715
Cultura Fresh;Oct-25;11487,6
Cultura Fresh;Nov-25;11643
Cultura Fresh;Dec-25;11559
Cultura Fresh;Jan-26;12880
Cultura Fresh;Feb-26;9660
Cultura Fresh;Mar-26;9967
Cultura Fresh;Apr-26;4183
Cultura Fresh;May-26;
Cultura Fresh;Jun-26;
Cultura Fresh;Jul-26;
Cultura Fresh;Aug-26;
Cultura Fresh;Sept-26;
Cultura Fresh;Oct-26;
Cultura Fresh;Nov-26;
Cultura Fresh;Dec-26;
Demco;Jan-24;
Demco;Feb-24;
Demco;Mar-24;
Demco;Apr-24;
Demco;May-24;
Demco;Jun-24;
Demco;Jul-24;
Demco;Aug-24;
Demco;Sept-24;
Demco;Oct-24;
Demco;Nov-24;
Demco;Dec-24;
Demco;Jan-25;17200
Demco;Feb-25;15760
Demco;Mar-25;15700
Demco;Apr-25;10223
Demco;May-25;14225
Demco;Jun-25;14376,5
Demco;Jul-25;15177,99
Demco;Aug-25;16924
Demco;Sept-25;16705
Demco;Oct-25;21308,4
Demco;Nov-25;12744
Demco;Dec-25;7631
Demco;Jan-26;7744,97
Demco;Feb-26;13221
Demco;Mar-26;14695
Demco;Apr-26;14798,11
Demco;May-26;13154,32
Checkrite Inanda;Jun-26;5387,22
Demco;Jul-26;
Demco;Aug-26;
Demco;Sept-26;
Demco;Oct-26;
Demco;Nov-26;
Demco;Dec-26;
Engen Lotus Gardens;Jan-24;
Engen Lotus Gardens;Feb-24;
Engen Lotus Gardens;Mar-24;
Engen Lotus Gardens;Apr-24;
Engen Lotus Gardens;May-24;
Engen Lotus Gardens;Jun-24;
Engen Lotus Gardens;Jul-24;
Engen Lotus Gardens;Aug-24;
Engen Lotus Gardens;Sept-24;
Engen Lotus Gardens;Oct-24;
Engen Lotus Gardens;Nov-24;
Engen Lotus Gardens;Dec-24;
Engen Lotus Gardens;Jan-25;
Engen Lotus Gardens;Feb-25;
Engen Lotus Gardens;Mar-25;
Engen Lotus Gardens;Apr-25;
Engen Lotus Gardens;May-25;
Engen Lotus Gardens;Jun-25;
Engen Lotus Gardens;Jul-25;
Engen Lotus Gardens;Aug-25;
Engen Lotus Gardens;Sept-25;
Engen Lotus Gardens;Oct-25;
Engen Lotus Gardens;Nov-25;
Engen Lotus Gardens;Dec-25;
Engen Lotus Gardens;Jan-26;3245
Engen Lotus Gardens;Feb-26;3122
Engen Lotus Gardens;Mar-26;2817
Engen Lotus Gardens;Apr-26;2735,53
Engen Lotus Gardens;May-26;3239,91
Demco;Jun-26;11956,63
Engen Lotus Gardens;Jul-26;
Engen Lotus Gardens;Aug-26;
Engen Lotus Gardens;Sept-26;
Engen Lotus Gardens;Oct-26;
Engen Lotus Gardens;Nov-26;
Engen Lotus Gardens;Dec-26;
Giba Gorge Main;Jan-24;9736
Giba Gorge Main;Feb-24;8912
Giba Gorge Main;Mar-24;9597
Giba Gorge Main;Apr-24;7950
Giba Gorge Main;May-24;7482
Giba Gorge Main;Jun-24;6656
Giba Gorge Main;Jul-24;11170
Giba Gorge Main;Aug-24;11290
Giba Gorge Main;Sept-24;8578
Giba Gorge Main;Oct-24;12704
Giba Gorge Main;Nov-24;5700
Giba Gorge Main;Dec-24;
Giba Gorge Main;Jan-25;
Giba Gorge Main;Feb-25;
Giba Gorge Main;Mar-25;6684
Giba Gorge Main;Apr-25;3992
Giba Gorge Main;May-25;6009
Giba Gorge Main;Jun-25;5530,9
Giba Gorge Main;Jul-25;6694
Giba Gorge Main;Aug-25;7750
Giba Gorge Main;Sept-25;7031
Giba Gorge Main;Oct-25;9805
Giba Gorge Main;Nov-25;9365
Giba Gorge Main;Dec-25;5379
Giba Gorge Main;Jan-26;4979,16
Giba Gorge Main;Feb-26;2172,67
Giba Gorge Main;Mar-26;350
Giba Gorge Main;Apr-26;194,99
Giba Gorge Main;May-26;
Giba Gorge Main;Jun-26;
Giba Gorge Main;Jul-26;
Giba Gorge Main;Aug-26;
Giba Gorge Main;Sept-26;
Giba Gorge Main;Oct-26;
Giba Gorge Main;Nov-26;
Giba Gorge Main;Dec-26;
Giba Gorge Storage;Jan-24;4830
Giba Gorge Storage;Feb-24;7231
Giba Gorge Storage;Mar-24;5436
Giba Gorge Storage;Apr-24;5158
Giba Gorge Storage;May-24;3827
Giba Gorge Storage;Jun-24;3220
Giba Gorge Storage;Jul-24;5497
Giba Gorge Storage;Aug-24;4475
Giba Gorge Storage;Sept-24;1847
Giba Gorge Storage;Oct-24;1575
Giba Gorge Storage;Nov-24;5700
Giba Gorge Storage;Dec-24;1938
Giba Gorge Storage;Jan-25;5227
Giba Gorge Storage;Feb-25;5137
Giba Gorge Storage;Mar-25;5031
Giba Gorge Storage;Apr-25;3147
Giba Gorge Storage;May-25;4797
