Site Name;Date;Measured Value (kWh)
Giba Gorge Storage;Jun-25;3255,49
Giba Gorge Storage;Jul-25;5212
Giba Gorge Storage;Aug-25;1743,88
Giba Gorge Storage;Sept-25;4503
Giba Gorge Storage;Oct-25;6159
Giba Gorge Storage;Nov-25;6232
Giba Gorge Storage;Dec-25;5380
Giba Gorge Storage;Jan-26;7601,5
Giba Gorge Storage;Feb-26;6347,07
Giba Gorge Storage;Mar-26;7063
Giba Gorge Storage;Apr-26;4736,87
Giba Gorge Storage;May-26;4375,54
Giba Gorge Storage;Jun-26;
Giba Gorge Storage;Jul-26;
Giba Gorge Storage;Aug-26;
Giba Gorge Storage;Sept-26;
Giba Gorge Storage;Oct-26;
Giba Gorge Storage;Nov-26;
Giba Gorge Storage;Dec-26;
Golden Spot Resort;Jan-24;961
Golden Spot Resort;Feb-24;798
Golden Spot Resort;Mar-24;398
Golden Spot Resort;Apr-24;1334
Golden Spot Resort;May-24;1953
Golden Spot Resort;Jun-24;1657
Golden Spot Resort;Jul-24;1845
Golden Spot Resort;Aug-24;2034
Golden Spot Resort;Sept-24;1982
Golden Spot Resort;Oct-24;2181
Golden Spot Resort;Nov-24;1783
Golden Spot Resort;Dec-24;2366
Golden Spot Resort;Jan-25;2514
Golden Spot Resort;Feb-25;2930
Golden Spot Resort;Mar-25;1758
Golden Spot Resort;Apr-25;1646
Golden Spot Resort;May-25;2386
Golden Spot Resort;Jun-25;1228
Golden Spot Resort;Jul-25;1684
Golden Spot Resort;Aug-25;1766,1
Golden Spot Resort;Sept-25;1960
Golden Spot Resort;Oct-25;2119
Golden Spot Resort;Nov-25;1774
Golden Spot Resort;Dec-25;2120
Golden Spot Resort;Jan-26;647
Golden Spot Resort;Feb-26;1429
Golden Spot Resort;Mar-26;1816
Golden Spot Resort;Apr-26;3513,5
Golden Spot Resort;May-26;3029
Engen Kaalfontein;Jun-26;10169
Golden Spot Resort;Jun-26;2484
Golden Spot Resort;Jul-26;
Golden Spot Resort;Aug-26;
Golden Spot Resort;Sept-26;
Golden Spot Resort;Oct-26;
Golden Spot Resort;Nov-26;
Golden Spot Resort;Dec-26;
Golden Spot Shops;Jan-24;1880
Golden Spot Shops;Feb-24;1559
Golden Spot Shops;Mar-24;1596
Golden Spot Shops;Apr-24;2170
Golden Spot Shops;May-24;2876
Golden Spot Shops;Jun-24;2499
Golden Spot Shops;Jul-24;2895
Golden Spot Shops;Aug-24;3177
Golden Spot Shops;Sept-24;3048
Golden Spot Shops;Oct-24;3449
Golden Spot Shops;Nov-24;3441
Golden Spot Shops;Dec-24;3537
Golden Spot Shops;Jan-25;3700
Golden Spot Shops;Feb-25;2900
Golden Spot Shops;Mar-25;3471
Golden Spot Shops;Apr-25;2668
Golden Spot Shops;May-25;3127
Golden Spot Shops;Jun-25;2748,4
Golden Spot Shops;Jul-25;2501
Golden Spot Shops;Aug-25;299,8
Golden Spot Shops;Sept-25;2705
Golden Spot Shops;Oct-25;2939
Golden Spot Shops;Nov-25;2609
Golden Spot Shops;Dec-25;3364
Golden Spot Shops;Jan-26;3086
Golden Spot Shops;Feb-26;3628
Golden Spot Shops;Mar-26;2909
Golden Spot Shops;Apr-26;2558,1
Golden Spot Shops;May-26;3029,6
Engen Lotus Gardens;Jun-26;2723
Golden Spot Shops;Jul-26;
Golden Spot Shops;Aug-26;
Golden Spot Shops;Sept-26;
Golden Spot Shops;Oct-26;
Golden Spot Shops;Nov-26;
Golden Spot Shops;Dec-26;
Grootpan;Jan-24;
Grootpan;Jan-24;
Grootpan;Feb-24;
Grootpan;Feb-24;
Grootpan;Mar-24;
Grootpan;Mar-24;
Grootpan;Apr-24;
Grootpan;Apr-24;
Grootpan;May-24;
Grootpan;May-24;
Grootpan;Jun-24;
Grootpan;Jun-24;
Grootpan;Jul-24;
Grootpan;Jul-24;
Grootpan;Aug-24;
Grootpan;Aug-24;
Grootpan;Sept-24;
Grootpan;Sept-24;
Grootpan;Oct-24;
Grootpan;Oct-24;
Grootpan;Nov-24;
Grootpan;Nov-24;
Grootpan;Dec-24;
Grootpan;Dec-24;
Grootpan;Jan-25;
Grootpan;Jan-25;
Grootpan;Feb-25;
Grootpan;Feb-25;
Grootpan;Mar-25;
Grootpan;Mar-25;
Grootpan;Apr-25;
Grootpan;Apr-25;
Grootpan;May-25;
Grootpan;May-25;
Grootpan;Jun-25;
Grootpan;Jun-25;
Grootpan;Jul-25;
Grootpan;Jul-25;
Grootpan;Aug-25;
Grootpan;Aug-25;
Grootpan;Sept-25;
Grootpan;Sept-25;
Grootpan;Oct-25;
Grootpan;Oct-25;
Grootpan;Nov-25;
Grootpan;Nov-25;
Grootpan;Dec-25;
Grootpan;Dec-25;
Grootpan;Jan-26;
Grootpan;Jan-26;
Grootpan;Feb-26;
Grootpan;Feb-26;
Grootpan;Mar-26;2780
Grootpan;Mar-26;2780
Grootpan;Apr-26;14950
Grootpan;Apr-26;14950
Grootpan;May-26;6540
Grootpan;May-26;6540
Grootpan;Jun-26;
Grootpan;Jun-26;
Grootpan;Jul-26;
Grootpan;Jul-26;
Grootpan;Aug-26;
Grootpan;Aug-26;
Grootpan;Sept-26;
Grootpan;Sept-26;
Grootpan;Oct-26;
Grootpan;Oct-26;
Grootpan;Nov-26;
Grootpan;Nov-26;
Grootpan;Dec-26;
Grootpan;Dec-26;
HB Dunn;Jan-24;
HB Dunn;Feb-24;
HB Dunn;Mar-24;
HB Dunn;Apr-24;
HB Dunn;May-24;
HB Dunn;Jun-24;1659
HB Dunn;Jul-24;2542
HB Dunn;Aug-24;2833
HB Dunn;Sept-24;2688
HB Dunn;Oct-24;3664
HB Dunn;Nov-24;3499
HB Dunn;Dec-24;2842
HB Dunn;Jan-25;3075
HB Dunn;Feb-25;3328
HB Dunn;Mar-25;2317
HB Dunn;Apr-25;3007
HB Dunn;May-25;3516
HB Dunn;Jun-25;2912,8
HB Dunn;Jul-25;2789
HB Dunn;Aug-25;3342
HB Dunn;Sept-25;3079
HB Dunn;Oct-25;3708
HB Dunn;Nov-25;2852
HB Dunn;Dec-25;2386
HB Dunn;Jan-26;1855
HB Dunn;Feb-26;3786
HB Dunn;Mar-26;2926
HB Dunn;Apr-26;1520
HB Dunn;May-26;2675,6
HB Dunn;Jun-26;
HB Dunn;Jul-26;
HB Dunn;Aug-26;
HB Dunn;Sept-26;
HB Dunn;Oct-26;
HB Dunn;Nov-26;
HB Dunn;Dec-26;
Helderberg Collage ;Jan-24;32658
Helderberg Collage ;Feb-24;26200
Helderberg Collage ;Mar-24;23764
Helderberg Collage ;Apr-24;17748
Helderberg Collage ;May-24;12623
Helderberg Collage ;Jun-24;9466
Helderberg Collage ;Jul-24;8265
Helderberg Collage ;Aug-24;14669
Helderberg Collage ;Sept-24;20334
Helderberg Collage ;Oct-24;26318
Helderberg Collage ;Nov-24;29589
Helderberg Collage ;Dec-24;31807
Helderberg Collage ;Jan-25;32545
Helderberg Collage ;Feb-25;20706
Helderberg Collage ;Mar-25;16650
Helderberg Collage ;Apr-25;13216
Helderberg Collage ;May-25;8710
Helderberg Collage ;Jun-25;7500,92
Helderberg Collage ;Jul-25;9649
Helderberg Collage ;Aug-25;13424
Helderberg Collage ;Sept-25;19447
Helderberg Collage ;Oct-25;33678
Helderberg Collage ;Nov-25;40164
Helderberg Collage ;Dec-25;42482
Helderberg Collage ;Jan-26;40719
Helderberg Collage ;Feb-26;29862
Helderberg Collage ;Mar-26;30793
Helderberg Collage ;Apr-26;19657,41
Helderberg Collage ;May-26;14538,69
Helderberg Collage ;Jun-26;
Helderberg Collage ;Jul-26;
Helderberg Collage ;Aug-26;
Helderberg Collage ;Sept-26;
Helderberg Collage ;Oct-26;
Helderberg Collage ;Nov-26;
Helderberg Collage ;Dec-26;
Hilston Rotoflo;Jan-24;17880
Hilston Rotoflo;Feb-24;18790
Hilston Rotoflo;Mar-24;22610
Hilston Rotoflo;Apr-24;20030
Hilston Rotoflo;May-24;17820
Hilston Rotoflo;Jun-24;11000
Hilston Rotoflo;Jul-24;17460
Hilston Rotoflo;Aug-24;24290
Hilston Rotoflo;Sept-24;22510
Hilston Rotoflo;Oct-24;31780
Hilston Rotoflo;Nov-24;30100
Hilston Rotoflo;Dec-24;17966
Hilston Rotoflo;Jan-25;20808
Hilston Rotoflo;Feb-25;21538
Hilston Rotoflo;Mar-25;22662
Hilston Rotoflo;Apr-25;17413
Hilston Rotoflo;May-25;20430
Hilston Rotoflo;Jun-25;18398,74
Hilston Rotoflo;Jul-25;19115
Hilston Rotoflo;Aug-25;21942
Hilston Rotoflo;Sept-25;21707
Hilston Rotoflo;Oct-25;28392
Hilston Rotoflo;Nov-25;24635
Hilston Rotoflo;Dec-25;13946
Hilston Rotoflo;Jan-26;25775
Hilston Rotoflo;Feb-26;24391
Hilston Rotoflo;Mar-26;22838
Hilston Rotoflo;Apr-26;19038,02
Hilston Rotoflo;May-26;19892
Hilston Rotoflo;Jul-26;
Hilston Rotoflo;Aug-26;
Hilston Rotoflo;Sept-26;
Hilston Rotoflo;Oct-26;
Hilston Rotoflo;Nov-26;
Hilston Rotoflo;Dec-26;
Huis Herfsblaar;Jan-24;
Huis Herfsblaar;Feb-24;
Huis Herfsblaar;Mar-24;
Huis Herfsblaar;Apr-24;
Huis Herfsblaar;May-24;
Huis Herfsblaar;Jun-24;5360
Huis Herfsblaar;Jul-24;22610
Huis Herfsblaar;Aug-24;23490
Huis Herfsblaar;Sept-24;20740
Huis Herfsblaar;Oct-24;32140
Huis Herfsblaar;Nov-24;32300
Huis Herfsblaar;Dec-24;29734
Huis Herfsblaar;Jan-25;30000
Huis Herfsblaar;Feb-25;20560
Huis Herfsblaar;Mar-25;19975
Huis Herfsblaar;Apr-25;19104
Huis Herfsblaar;May-25;23300
Huis Herfsblaar;Jun-25;17947,87
Huis Herfsblaar;Jul-25;13847
Huis Herfsblaar;Aug-25;22606
Huis Herfsblaar;Sept-25;23653
Huis Herfsblaar;Oct-25;29483
Huis Herfsblaar;Nov-25;22193
Huis Herfsblaar;Dec-25;27897
Huis Herfsblaar;Jan-26;26300
Huis Herfsblaar;Feb-26;27127,919
Huis Herfsblaar;Mar-26;23100
Huis Herfsblaar;Apr-26;19981,06
Huis Herfsblaar;May-26;20533,1
Golden Spot Shops;Jun-26; 2 477,00 
Huis Herfsblaar;Jul-26;
Huis Herfsblaar;Aug-26;
Huis Herfsblaar;Sept-26;
Huis Herfsblaar;Oct-26;
Huis Herfsblaar;Nov-26;
Huis Herfsblaar;Dec-26;
IPID - Floor 4;Jan-24;
IPID - Floor 4;Feb-24;
IPID - Floor 4;Mar-24;
IPID - Floor 4;Apr-24;
IPID - Floor 4;May-24;
IPID - Floor 4;Jun-24;
IPID - Floor 4;Jul-24;
IPID - Floor 4;Aug-24;
IPID - Floor 4;Sept-24;
IPID - Floor 4;Oct-24;
IPID - Floor 4;Nov-24;
IPID - Floor 4;Dec-24;
IPID - Floor 4;Jan-25;
IPID - Floor 4;Feb-25;
IPID - Floor 4;Mar-25;
IPID - Floor 4;Apr-25;
IPID - Floor 4;May-25;
IPID - Floor 4;Jun-25;
IPID - Floor 4;Jul-25;
IPID - Floor 4;Aug-25;
IPID - Floor 4;Sept-25;
IPID - Floor 4;Oct-25;
IPID - Floor 4;Nov-25;
IPID - Floor 4;Dec-25;5820
IPID - Floor 4;Jan-26;7914
IPID - Floor 4;Feb-26;8094
IPID - Floor 4;Mar-26;6511
IPID - Floor 4;Apr-26;6094,6
IPID - Floor 4;May-26;7117,7
Hilston Rotoflo;Jun-26;13234
IPID - Floor 4;Jul-26;
IPID - Floor 4;Aug-26;
IPID - Floor 4;Sept-26;
IPID - Floor 4;Oct-26;
IPID - Floor 4;Nov-26;
IPID - Floor 4;Dec-26;
IPID - Floor 6;Jan-24;
IPID - Floor 6;Feb-24;
IPID - Floor 6;Mar-24;
IPID - Floor 6;Apr-24;
IPID - Floor 6;May-24;
IPID - Floor 6;Jun-24;
IPID - Floor 6;Jul-24;
IPID - Floor 6;Aug-24;
IPID - Floor 6;Sept-24;
IPID - Floor 6;Oct-24;
IPID - Floor 6;Nov-24;
IPID - Floor 6;Dec-24;
IPID - Floor 6;Jan-25;
IPID - Floor 6;Feb-25;
IPID - Floor 6;Mar-25;
IPID - Floor 6;Apr-25;
IPID - Floor 6;May-25;
IPID - Floor 6;Jun-25;
IPID - Floor 6;Jul-25;
IPID - Floor 6;Aug-25;
IPID - Floor 6;Sept-25;
IPID - Floor 6;Oct-25;
IPID - Floor 6;Nov-25;
IPID - Floor 6;Dec-25;5820
IPID - Floor 6;Jan-26;5904
IPID - Floor 6;Feb-26;5406
IPID - Floor 6;Mar-26;4115
IPID - Floor 6;Apr-26;4377
IPID - Floor 6;May-26;4300
Huis Herfsblaar;Jun-26;15001,1
IPID - Floor 6;Jul-26;
IPID - Floor 6;Aug-26;
IPID - Floor 6;Sept-26;
IPID - Floor 6;Oct-26;
IPID - Floor 6;Nov-26;
IPID - Floor 6;Dec-26;
Kool Village ;Jan-24;13629
Kool Village ;Feb-24;12014
Kool Village ;Mar-24;12428
Kool Village ;Apr-24;9084
Kool Village ;May-24;8049
Kool Village ;Jun-24;6600
Kool Village ;Jul-24;7832
Kool Village ;Aug-24;8766
Kool Village ;Sept-24;9208
Kool Village ;Oct-24;12879
Kool Village ;Nov-24;13410
Kool Village ;Dec-24;13869
Kool Village ;Jan-25;13136
Kool Village ;Feb-25;10624
Kool Village ;Mar-25;10420
Kool Village ;Apr-25;7391
Kool Village ;May-25;7947
Kool Village ;Jun-25;6390,63
Kool Village ;Jul-25;7146
Kool Village ;Aug-25;7396
Kool Village ;Sept-25;8160
Kool Village ;Oct-25;10866
Kool Village ;Nov-25;10612
Kool Village ;Dec-25;11236
Kool Village ;Jan-26;13357
Kool Village ;Feb-26;9365
Kool Village ;Mar-26;7814
Kool Village ;Apr-26;5599,56
Kool Village ;May-26;5867,76
Kool Village ;Jun-26;
Kool Village ;Jul-26;
Kool Village ;Aug-26;
Kool Village ;Sept-26;
Kool Village ;Oct-26;
Kool Village ;Nov-26;
Kool Village ;Dec-26;
Makalali;Jan-24;
Makalali;Feb-24;
Makalali;Mar-24;
Makalali;Apr-24;
Makalali;May-24;
Makalali;Jun-24;
Makalali;Jul-24;
Makalali;Aug-24;
Makalali;Sept-24;
Makalali;Oct-24;
Makalali;Nov-24;
Makalali;Dec-24;
Makalali;Jan-25;
Makalali;Feb-25;
Makalali;Mar-25;
Makalali;Apr-25;
Makalali;May-25;
Makalali;Jun-25;
Makalali;Jul-25;
Makalali;Aug-25;
Makalali;Sept-25;
Makalali;Oct-25;
Makalali;Nov-25;
Makalali;Dec-25;
Makalali;Jan-26;13394
Makalali;Feb-26;16065
Makalali;Mar-26;733
Makalali;Apr-26;4797,7
Makalali;May-26;5970,07
Makalali;Jun-26;
Makalali;Jul-26;
Makalali;Aug-26;
Makalali;Sept-26;
Makalali;Oct-26;
Makalali;Nov-26;
Makalali;Dec-26;
Mambha Cash & Carry;Jan-24;18892
Mambha Cash & Carry;Feb-24;18598
Mambha Cash & Carry;Mar-24;18598
Mambha Cash & Carry;Apr-24;15678
Mambha Cash & Carry;May-24;14588
Mambha Cash & Carry;Jun-24;12745
Mambha Cash & Carry;Jul-24;14803
Mambha Cash & Carry;Aug-24;15941
Mambha Cash & Carry;Sept-24;13907
Mambha Cash & Carry;Oct-24;19899
Mambha Cash & Carry;Nov-24;18123
Mambha Cash & Carry;Dec-24;18905
Mambha Cash & Carry;Jan-25;19907
Mambha Cash & Carry;Feb-25;15243
Mambha Cash & Carry;Mar-25;17983
Mambha Cash & Carry;Apr-25;13643
Mambha Cash & Carry;May-25;15993
Mambha Cash & Carry;Jun-25;13300,84
Mambha Cash & Carry;Jul-25;12259
Mambha Cash & Carry;Aug-25;14893
Mambha Cash & Carry;Sept-25;13710
Mambha Cash & Carry;Oct-25;17312
Mambha Cash & Carry;Nov-25;19748
Mambha Cash & Carry;Dec-25;19810
Mambha Cash & Carry;Jan-26;21506,5322
Mambha Cash & Carry;Feb-26;21266,5806
Mambha Cash & Carry;Mar-26;18344
Mambha Cash & Carry;Apr-26;14760,15
Mambha Cash & Carry;May-26;14261,66
Mambha Cash & Carry;Jun-26;
Mambha Cash & Carry;Jul-26;
Mambha Cash & Carry;Aug-26;
Mambha Cash & Carry;Sept-26;
Mambha Cash & Carry;Oct-26;
Mambha Cash & Carry;Nov-26;
Mambha Cash & Carry;Dec-26;
Mathe Group Company;Jan-24;52780
Mathe Group Company;Feb-24;40425
Mathe Group Company;Mar-24;52832
Mathe Group Company;Apr-24;46312
Mathe Group Company;May-24;45881
Mathe Group Company;Jun-24;36174
Mathe Group Company;Jul-24;49449
Mathe Group Company;Aug-24;50022
Mathe Group Company;Sept-24;41179
Mathe Group Company;Oct-24;38998
Mathe Group Company;Nov-24;54400
Mathe Group Company;Dec-24;48109
Mathe Group Company;Jan-25;50600
Mathe Group Company;Feb-25;39450
Mathe Group Company;Mar-25;50665
Mathe Group Company;Apr-25;33121
Mathe Group Company;May-25;49152
Mathe Group Company;Jun-25;39999,41
Mathe Group Company;Jul-25;42250
Mathe Group Company;Aug-25;42926
Mathe Group Company;Sept-25;40517,3
Mathe Group Company;Oct-25;46787,68
Mathe Group Company;Nov-25;53245
Mathe Group Company;Dec-25;48360
Mathe Group Company;Jan-26;49681,67136
Mathe Group Company;Feb-26;58060,83388
Mathe Group Company;Mar-26;50832
Mathe Group Company;Apr-26;41412,22
Mathe Group Company;May-26;46300,95
Mathe Group Company;Jun-26;
Mathe Group Company;Jul-26;
Mathe Group Company;Aug-26;
Mathe Group Company;Sept-26;
Mathe Group Company;Oct-26;
Mathe Group Company;Nov-26;
Mathe Group Company;Dec-26;
Mdluli;Jan-24;
Mdluli;Feb-24;
Mdluli;Mar-24;
Mdluli;Apr-24;6916
Mdluli;May-24;14281
Mdluli;Jun-24;12149
Mdluli;Jul-24;15601
Mdluli;Aug-24;7706
Mdluli;Sept-24;1
Mdluli;Oct-24;7310
Mdluli;Nov-24;13770
Mdluli;Dec-24;
Mdluli;Jan-25;4700
Mdluli;Feb-25;12300
Mdluli;Mar-25;13554
Mdluli;Apr-25;9839
Mdluli;May-25;
Mdluli;Jun-25;12605,8
Mdluli;Jul-25;8064
Mdluli;Aug-25;13494
Mdluli;Sept-25;11744,7
Mdluli;Oct-25;13202
Mdluli;Nov-25;10765
Mdluli;Dec-25;13231
Mdluli;Jan-26;11720,01
Mdluli;Feb-26;15533
Mdluli;Mar-26;12559
Mdluli;Apr-26;11577,01
Mdluli;May-26;13966,89
IPID - Floor 4;Jun-26;5909
Mdluli;Jul-26;
Mdluli;Aug-26;
Mdluli;Sept-26;
Mdluli;Oct-26;
Mdluli;Nov-26;
Mdluli;Dec-26;
Medipost;Jan-24;
Medipost;Feb-24;
Medipost;Mar-24;
Medipost;Apr-24;
Medipost;May-24;
Medipost;Jun-24;
Medipost;Jul-24;
Medipost;Aug-24;
Medipost;Sept-24;
Medipost;Oct-24;
Medipost;Nov-24;
Medipost;Dec-24;
Medipost;Jan-25;
Medipost;Feb-25;
Medipost;Mar-25;
Medipost;Apr-25;
Medipost;May-25;
Medipost;Jun-25;
Medipost;Jul-25;
Medipost;Aug-25;
Medipost;Sept-25;
Medipost;Oct-25;
Medipost;Nov-25;
Medipost;Dec-25;44400
Medipost;Jan-26;44972,3
Medipost;Feb-26;44384
Medipost;Mar-26;42181
Medipost;Apr-26;29438,84
Medipost;May-26;20478,6
Medipost;Jun-26;
Medipost;Jul-26;
Medipost;Aug-26;
Medipost;Sept-26;
Medipost;Oct-26;
Medipost;Nov-26;
Medipost;Dec-26;
Meredale Heights ;Jan-24;3824
Meredale Heights ;Feb-24;3746
Meredale Heights ;Mar-24;3799
Meredale Heights ;Apr-24;3854
Meredale Heights ;May-24;4391
Meredale Heights ;Jun-24;4167
Meredale Heights ;Jul-24;4515
Meredale Heights ;Aug-24;4113
Meredale Heights ;Sept-24;3620
Meredale Heights ;Oct-24;4760
Meredale Heights ;Nov-24;3916
Meredale Heights ;Dec-24;4124
Meredale Heights ;Jan-25;3080
Meredale Heights ;Feb-25;2400
Meredale Heights ;Mar-25;2832
Meredale Heights ;Apr-25;2690
Meredale Heights ;May-25;3597
Meredale Heights ;Jun-25;4831,17
Meredale Heights ;Jul-25;5152
Meredale Heights ;Aug-25;5913
Meredale Heights ;Sept-25;5163
Meredale Heights ;Oct-25;5859
Meredale Heights ;Nov-25;4665
Meredale Heights ;Dec-25;5472
Meredale Heights ;Jan-26;5579,67
Meredale Heights ;Feb-26;4787
Meredale Heights ;Mar-26;4406
Meredale Heights ;Apr-26;4506,8
Meredale Heights ;May-26;5143,42
IPID - Floor 6;Jun-26;3139,7
Meredale Heights ;Jul-26;
Meredale Heights ;Aug-26;
Meredale Heights ;Sept-26;
Meredale Heights ;Oct-26;
Meredale Heights ;Nov-26;
Meredale Heights ;Dec-26;
Monument Park Checkers;Jan-24;
Monument Park Checkers;Feb-24;
Monument Park Checkers;Mar-24;41550,8
Monument Park Checkers;Apr-24;25447,6
Monument Park Checkers;May-24;28056
Monument Park Checkers;Jun-24;27241
Monument Park Checkers;Jul-24;31078
Monument Park Checkers;Aug-24;33515
Monument Park Checkers;Sept-24;34245
Monument Park Checkers;Oct-24;46108
Monument Park Checkers;Nov-24;42922
Monument Park Checkers;Dec-24;44138
Monument Park Checkers;Jan-25;41100
Monument Park Checkers;Feb-25;30900
Monument Park Checkers;Mar-25;31593
Monument Park Checkers;Apr-25;25646
Monument Park Checkers;May-25;33184
Monument Park Checkers;Jun-25;29359,5
Monument Park Checkers;Jul-25;23487
Monument Park Checkers;Aug-25;34316
Monument Park Checkers;Sept-25;33632,7
Monument Park Checkers;Oct-25;41353
Monument Park Checkers;Nov-25;44434
Monument Park Checkers;Dec-25;40551
Monument Park Checkers;Jan-26;42821
Monument Park Checkers;Feb-26;39129
Monument Park Checkers;Mar-26;31935
Monument Park Checkers;Apr-26;26513,02
Monument Park Checkers;May-26;29984,36
Monument Park Checkers;Jun-26;
Monument Park Checkers;Jul-26;
Monument Park Checkers;Aug-26;
Monument Park Checkers;Sept-26;
Monument Park Checkers;Oct-26;
Monument Park Checkers;Nov-26;
Monument Park Checkers;Dec-26;
Nkambeni Industrial;Jan-24;
Nkambeni Industrial;Feb-24;
Nkambeni Industrial;Mar-24;
Nkambeni Industrial;Apr-24;
Nkambeni Industrial;May-24;
Nkambeni Industrial;Jun-24;
Nkambeni Industrial;Jul-24;
Nkambeni Industrial;Aug-24;
Nkambeni Industrial;Sept-24;
Nkambeni Industrial;Oct-24;
Nkambeni Industrial;Nov-24;
Nkambeni Industrial;Dec-24;
Nkambeni Industrial;Jan-25;21130
Nkambeni Industrial;Feb-25;17140
Nkambeni Industrial;Mar-25;
Nkambeni Industrial;Apr-25;
Nkambeni Industrial;May-25;
Nkambeni Industrial;Jun-25;
Nkambeni Industrial;Jul-25;
Nkambeni Industrial;Aug-25;
Nkambeni Industrial;Sept-25;
Nkambeni Industrial;Oct-25;
Nkambeni Industrial;Nov-25;
Nkambeni Industrial;Dec-25;
Nkambeni Industrial;Jan-26;9830
Nkambeni Industrial;Feb-26;20200
Nkambeni Industrial;Mar-26;16198
Nkambeni Industrial;Apr-26;
Nkambeni Industrial;May-26;
Nkambeni Industrial;Jun-26;
Nkambeni Industrial;Jul-26;
Nkambeni Industrial;Aug-26;
Nkambeni Industrial;Sept-26;
Nkambeni Industrial;Oct-26;
Nkambeni Industrial;Nov-26;
Nkambeni Industrial;Dec-26;
Olievenhoutbosch 1;Jan-24;
Olievenhoutbosch 1;Feb-24;
Olievenhoutbosch 1;Mar-24;
Olievenhoutbosch 1;Apr-24;
Olievenhoutbosch 1;May-24;
Olievenhoutbosch 1;Jun-24;
Olievenhoutbosch 1;Jul-24;
Olievenhoutbosch 1;Aug-24;
Olievenhoutbosch 1;Sept-24;
Olievenhoutbosch 1;Oct-24;
Olievenhoutbosch 1;Nov-24;
Olievenhoutbosch 1;Dec-24;
Olievenhoutbosch 1;Jan-25;
Olievenhoutbosch 1;Feb-25;
Olievenhoutbosch 1;Mar-25;
Olievenhoutbosch 1;Apr-25;
Olievenhoutbosch 1;May-25;
Olievenhoutbosch 1;Jun-25;
Olievenhoutbosch 1;Jul-25;
Olievenhoutbosch 1;Aug-25;
